S 321
R 10852 17
R 10869 13
R 10882 29
R 10911 18
R 10929 15
R 10944 7
R 10951 22
R 10973 13
R 10986 14
R 11000 26
R 11026 6
R 11032 29
R 11061 2
R 11063 2
R 11065 23
R 11088 25
R 11113 4
R 11117 21
R 11138 29
R 11167 20
R 11187 9
R 11196 8
R 11204 22
R 11226 9
R 11235 20
R 11255 6
R 11261 5
R 11266 26
R 11292 10
R 11302 4
R 11306 32
R 11338 21
R 11359 15
R 11374 10
R 11384 21
R 11405 4
R 11409 25
R 11434 22
R 11456 24
R 11480 30
R 11510 31
R 11541 18
R 11559 3
R 11562 32
R 11594 19
R 11613 26
R 11639 3
R 11642 27
R 11669 18
R 11687 1
R 11688 4
R 11692 11
R 11703 27
R 11730 12
R 11742 20
R 11762 10
R 11772 11
R 11783 20
R 11803 20
R 11823 12
R 11835 16
R 11851 17
R 11868 17
R 11885 16
R 11901 25
R 11926 16
R 11942 18
R 11960 20
R 11980 8
R 11988 4
R 11992 23
R 12015 16
R 12031 23
R 12054 9
R 12063 26
R 12089 9
R 12098 14
R 12112 4
R 12116 9
R 12125 8
R 12133 7
R 12140 13
R 12153 28
R 12181 28
R 12209 22
R 12231 12
R 12243 20
R 12263 12
R 12275 28
R 12303 6
R 12309 18
R 12327 30
R 12357 24
R 12381 29
R 12410 24
R 12434 6
R 12440 17
R 12457 32
R 12489 19
R 12508 6
R 12514 11
R 12525 21
R 12546 16
R 12562 23
R 12585 24
R 12609 16
R 12625 2
R 12627 8
R 12635 2
R 12637 12
R 12649 27
R 12676 10
R 12686 1
R 12687 7
R 12694 7
R 12701 7
R 12708 18
R 12726 6
R 12732 23
R 12755 3
R 12758 16
R 12774 16
R 12790 25
R 12815 13
R 12828 13
R 12841 29
R 12870 5
R 12875 25
R 12900 13
R 12913 25
R 12938 8
R 12946 9
R 12955 26
R 12981 20
R 13001 6
R 13007 32
R 13039 23
R 13062 24
R 13086 15
R 13101 9
R 13110 8
R 13118 15
R 13133 23
R 13156 5
R 13161 28
R 13189 4
R 13193 20
R 13213 10
R 13223 30
R 13253 17
R 13270 32
R 13302 32
R 13334 6
R 13340 17
R 13357 11
R 13368 10
R 13378 3
R 13381 25
R 13406 27
R 13433 17
R 13450 21
R 13471 27
R 13498 21
R 13519 6
R 13525 23
R 13548 32
R 13580 14
R 13594 22
R 13616 30
R 13646 27
R 13673 27
R 13700 5
R 13705 32
R 13737 4
R 13741 26
R 13767 26
R 13793 32
R 13825 31
R 13856 15
R 13871 26
R 13897 11
R 13908 4
R 13912 8
R 13920 26
R 13946 15
R 13961 18
R 13979 17
R 13996 29
R 14025 23
R 14048 29
R 14077 1
R 14078 18
R 14096 11
R 14107 3
R 14110 5
R 14115 5
R 14120 4
R 14124 14
R 14138 19
R 14157 18
R 14175 14
R 14189 19
R 14208 2
R 14210 9
R 14219 30
R 14249 17
R 14266 12
R 14278 16
R 14294 32
R 14326 30
R 14356 29
R 14385 3
R 14388 29
R 14417 31
R 14448 19
R 14467 16
R 14483 10
R 14493 3
R 14496 3
R 14499 30
R 14529 23
R 14552 8
R 14560 18
R 14578 24
R 14602 15
R 14617 3
R 14620 32
R 14652 27
R 14679 17
R 14696 8
R 14704 24
R 14728 2
R 14730 23
R 14753 24
R 14777 32
R 14809 11
R 14820 14
R 14834 22
R 14856 24
R 14880 28
R 14908 30
R 14938 21
R 14959 15
R 14974 26
R 15000 20
R 15020 19
R 15039 1
R 15040 6
R 15046 28
R 15074 28
R 15102 28
R 15130 23
R 15153 29
R 15182 11
R 15193 3
R 15196 24
R 15220 4
R 15224 16
R 15240 21
R 15261 19
R 15280 27
R 15307 24
R 15331 14
R 15345 14
R 15359 6
R 15365 31
R 15396 4
R 15400 9
R 15409 10
R 15419 10
R 15429 2
R 15431 27
R 15458 32
R 15490 4
R 15494 21
R 15515 28
R 15543 20
R 15563 20
R 15583 3
R 15586 23
R 15609 12
R 15621 14
R 15635 2
R 15637 7
R 15644 7
R 15651 16
R 15667 32
R 15699 15
R 15714 11
R 15725 11
R 15736 6
R 15742 21
R 15763 9
R 15772 22
R 15794 28
R 15822 2
R 15824 8
R 15832 30
R 15862 10
R 15872 19
R 15891 31
R 15922 8
R 15930 18
R 15948 28
R 15976 25
R 16001 15
R 16016 2
R 16018 26
R 16044 14
R 16058 5
R 16063 8
R 16071 16
R 16087 15
R 16102 30
R 16132 22
R 16154 10
R 16164 6
R 16170 7
R 16177 7
R 16184 22
R 16206 15
R 16221 32
R 16253 25
R 16278 16
R 16294 32
R 16326 23
R 16349 19
R 16368 10
R 16378 27
R 16405 30
R 16435 25
R 16460 24
R 16484 16
R 16500 17
R 16517 7
R 16524 9
R 16533 19
R 16552 17
R 16569 19
R 16588 27
R 16615 22
R 16637 27
R 16664 6
R 16670 19
R 16689 10
R 16699 24
R 16723 9
R 16732 20
R 16752 23
R 16775 14
R 16789 32
R 16821 9
R 16830 3
R 16833 19
R 16852 23
R 16875 5
R 16880 18
R 16898 29
R 16927 6
R 16933 8
R 16941 1
R 16942 32
R 16974 6
R 16980 29
R 17009 17
R 17026 3
R 17029 13
R 17042 10
R 17052 13
R 17065 24
R 17089 22
R 17111 23
R 17134 6
R 17140 29
R 17169 8
R 17177 6
R 17183 1
R 17184 10
R 17194 14
R 17208 11
R 17219 32
R 17251 17
R 17268 14
R 17282 1
R 17283 23
R 17306 12
R 17318 23
R 17341 24
R 17365 23
R 17388 8
R 17396 8
R 17404 17
R 17421 23
R 17444 7
R 17451 10
R 17461 10
R 17471 27
R 17498 2
R 17500 17
R 17517 20
R 17537 4
R 17541 29
R 17570 2
R 17572 16
R 17588 23
R 17611 17
R 17628 12
R 17640 5
R 17645 14
R 17659 4
R 17663 6
R 17669 24
R 17693 24
R 17717 21
R 17738 14
R 17752 14
R 17766 4
R 17770 27
R 17797 21
R 17818 13
R 17831 30
R 17861 22
R 17883 5
R 17888 26
R 17914 28
R 17942 28
R 17970 10
R 17980 16
R 17996 26
R 18022 9
R 18031 24
R 18055 6
R 18061 31
R 18092 2
R 18094 25
R 18119 21
R 18140 11
R 18151 22
R 18173 29
R 18202 5
R 18207 16
R 18223 16
R 18239 28
R 18267 11
R 18278 8
R 18286 3
R 18289 8
R 18297 29
R 18326 25
R 18351 18
R 18369 10
R 18379 26
R 18405 26
R 18431 15
R 18446 12
R 18458 31
R 18489 19
R 18508 31
R 18539 3
R 18542 20
R 18562 30
R 18592 11
R 18603 12
R 18615 13
R 18628 24
R 18652 15
R 18667 28
R 18695 7
R 18702 29
R 18731 20
R 18751 16
R 18767 2
R 18769 22
R 18791 11
R 18802 19
R 18821 31
R 18852 7
R 18859 4
R 18863 21
R 18884 11
R 18895 10
R 18905 22
R 18927 21
R 18948 21
R 18969 1
R 18970 17
R 18987 32
R 19019 30
R 19049 11
R 19060 27
R 19087 7
R 19094 16
R 19110 31
R 19141 8
R 19149 4
R 19153 31
R 19184 29
R 19213 8
R 19221 2
R 19223 14
R 19237 22
R 19259 1
R 19260 19
R 19279 5
R 19284 1
R 19285 19
R 19304 27
R 19331 11
R 19342 9
R 19351 20
R 19371 30
R 19401 29
R 19430 19
R 19449 8
R 19457 10
R 19467 13
R 19480 31
R 19511 23
R 19534 7
R 19541 2
R 19543 22
R 19565 15
R 19580 29
R 19609 13
R 19622 6
R 19628 22
R 19650 5
R 19655 21
R 19676 7
R 19683 22
R 19705 5
R 19710 32
R 19742 29
R 19771 27
R 19798 22
R 19820 16
R 19836 26
R 19862 28
R 19890 25
R 19915 12
R 19927 15
R 19942 8
R 19950 24
R 19974 31
R 20005 11
R 20016 17
R 20033 21
R 20054 19
R 20073 22
R 20095 1
R 20096 4
R 20100 22
R 20122 18
R 20140 31
R 20171 29
R 20200 12
R 20212 15
R 20227 9
R 20236 18
R 20254 21
R 20275 8
R 20283 5
R 20288 12
R 20300 9
R 20309 15
R 20324 22
R 20346 20
R 20366 15
R 20381 13
R 20394 19
R 20413 8
R 20421 17
R 20438 12
R 20450 8
R 20458 32
R 20490 16
R 20506 13
R 20519 8
R 20527 19
R 20546 12
R 20558 22
R 20580 32
R 20612 24
R 20636 5
R 20641 16
R 20657 7
R 20664 13
R 20677 4
R 20681 10
R 20691 20
R 20711 17
R 20728 1
R 20729 25
R 20754 29
R 20783 10
R 20793 5
R 20798 5
R 20803 11
R 20814 5
R 20819 28
R 20847 18
R 20865 9
R 20874 28
R 20902 14
R 20916 24
R 20940 25
R 20965 8
R 20973 32
R 21005 27
R 21032 17
R 21049 15
R 21064 19
R 21083 20
R 21103 7
R 21110 25
R 21135 24
R 21159 25
R 21184 2
R 21186 18
R 21204 16
R 21220 8
R 21228 21
R 21249 4
R 21253 5
R 21258 5
R 21263 27
R 21290 18
R 21308 13
R 21321 7
R 21328 10
R 21338 16
R 21354 13
R 21367 21
R 21388 18
R 21406 15
R 21421 31
R 21452 7
R 21459 32
R 21491 2
R 21493 6
R 21499 21
R 21520 3
R 21523 10
R 21533 17
R 21550 9
R 21559 2
R 21561 17
R 21578 1
R 21579 31
R 21610 4
R 21614 3
R 21617 7
R 21624 2
R 21626 15
R 21641 1
R 21642 32
R 21674 28
R 21702 4
R 21706 30
R 21736 21
R 21757 1
R 21758 17
R 21775 6
R 21781 4
R 21785 22
R 21807 26
R 21833 21
R 21854 29
R 21883 1
R 21884 2
R 21886 28
R 21914 24
R 21938 30
R 21968 27
R 21995 23
R 22018 14
R 22032 20
R 22052 17
R 22069 15
R 22084 17
R 22101 20
R 22121 29
R 22150 9
R 22159 27
R 22186 31
R 22217 30
R 22247 24
R 22271 20
R 22291 28
R 22319 14
R 22333 3
R 22336 13
R 22349 20
R 22369 9
R 22378 20
R 22398 15
R 22413 25
R 22438 32
R 22470 7
R 22477 10
R 22487 2
R 22489 31
R 22520 5
R 22525 8
R 22533 2
R 22535 20
R 22555 19
R 22574 8
R 22582 5
R 22587 5
R 22592 17
R 22609 14
R 22623 23
R 22646 1
R 22647 14
R 22661 18
R 22679 28
R 22707 31
R 22738 22
R 22760 11
R 22771 13
R 22784 7
R 22791 29
R 22820 17
R 22837 11
R 22848 1
R 22849 5
R 22854 8
R 22862 21
R 22883 14
R 22897 15
R 22912 22
R 22934 11
R 22945 26
R 22971 29
R 23000 25
R 23025 20
R 23045 19
R 23064 15
R 23079 20
R 23099 19
R 23118 2
R 23120 15
R 23135 28
R 23163 19
R 23182 20
R 23202 27
R 23229 32
R 23261 5
R 23266 8
R 23274 6
R 23280 20
R 23300 30
R 23330 22
R 23352 1
R 23353 3
R 23356 13
R 23369 12
R 23381 4
R 23385 31
R 23416 31
R 23447 29
R 23476 13
R 23489 13
R 23502 13
R 23515 27
R 23542 30
R 23572 23
R 23595 4
R 23599 32
R 23631 4
R 23635 10
R 23645 1
R 23646 11
R 23657 29
R 23686 12
R 23698 32
R 23730 7
R 23737 22
R 23759 4
R 23763 24
R 23787 14
R 23801 21
R 23822 1
R 23823 9
R 23832 23
R 23855 24
R 23879 21
R 23900 5
R 23905 4
R 23909 23
R 23932 8
R 23940 10
R 23950 7
R 23957 31
R 23988 28
R 24016 1
R 24017 26
R 24043 22
R 24065 13
R 24078 19
R 24097 8
R 24105 8
R 24113 28
R 24141 17
R 24158 28
R 24186 17
R 24203 14
R 24217 4
R 24221 14
R 24235 13
R 24248 19
R 24267 10
R 24277 12
R 24289 20
R 24309 6
R 24315 23
R 24338 23
R 24361 16
R 24377 13
R 24390 8
R 24398 5
R 24403 13
R 24416 28
R 24444 26
R 24470 3
R 24473 20
R 24493 1
R 24494 17
R 24511 27
R 24538 16
R 24554 26
R 24580 11
R 24591 16
R 24607 27
R 24634 4
R 24638 4
R 24642 26
R 24668 29
R 24697 11
R 24708 2
R 24710 31
R 24741 28
R 24769 6
R 24775 2
R 24777 8
R 24785 8
R 24793 27
R 24820 17
R 24837 31
R 24868 14
R 24882 15
R 24897 4
R 24901 25
R 24926 17
R 24943 15
R 24958 26
R 24984 2
R 24986 27
R 25013 16
R 25029 16
R 25045 4
R 25049 27
R 25076 2
R 25078 31
R 25109 28
R 25137 8
R 25145 31
R 25176 29
R 25205 23
R 25228 11
R 25239 5
R 25244 10
R 25254 30
R 25284 6
R 25290 7
R 25297 15
R 25312 10
R 25322 25
R 25347 4
R 25351 8
R 25359 7
R 25366 6
R 25372 17
R 25389 5
R 25394 24
R 25418 9
R 25427 6
R 25433 1
R 25434 30
R 25464 6
R 25470 2
R 25472 8
R 25480 20
R 25500 12
R 25512 31
R 25543 22
R 25565 30
R 25595 1
R 25596 32
R 25628 13
R 25641 29
R 25670 10
R 25680 31
R 25711 26
R 25737 20
R 25757 19
R 25776 4
R 25780 11
R 25791 22
R 25813 20
R 25833 29
R 25862 27
R 25889 23
R 25912 9
R 25921 15
R 25936 6
R 25942 20
R 25962 24
R 25986 2
R 25988 10
R 25998 18
R 26016 30
R 26046 15
R 26061 16
R 26077 21
R 26098 6
R 26104 4
R 26108 15
R 26123 11
R 26134 5
R 26139 14
R 26153 31
R 26184 5
R 26189 13
R 26202 31
R 26233 16
R 26249 27
R 26276 8
R 26284 23
R 26307 18
R 26325 20
R 26345 32
R 26377 28
R 26405 15
R 26420 7
R 26427 15
R 26442 21
R 26463 26
R 26489 16
R 26505 19
R 26524 11
R 26535 15
R 26550 30
R 26580 27
R 26607 15
R 26622 29
R 26651 17
R 26668 18
R 26686 27
R 26713 25
R 26738 10
R 26748 19
R 26767 1
R 26768 28
R 26796 26
R 26822 3
R 26825 14
R 26839 28
R 26867 20
R 26887 4
R 26891 32
R 26923 27
R 26950 12
R 26962 20
R 26982 4
R 26986 21
R 27007 27
R 27034 25
R 27059 1
R 27060 1
R 27061 27
R 27088 30
R 27118 25
R 27143 13
R 27156 10
R 27166 26
R 27192 4
R 27196 12
R 27208 1
R 27209 10
R 27219 5
R 27224 30
R 27254 23
R 27277 24
R 27301 7
R 27308 32
R 27340 26
R 27366 14
R 27380 4
R 27384 26
R 27410 20
R 27430 5
R 27435 28
R 27463 13
R 27476 2
R 27478 8
R 27486 4
R 27490 1
R 27491 5
R 27496 8
R 27504 4
R 27508 28
R 27536 4
R 27540 13
R 27553 15
R 27568 18
R 27586 18
R 27604 32
R 27636 8
R 27644 15
R 27659 32
R 27691 2
R 27693 28
R 27721 21
R 27742 12
R 27754 31
R 27785 6
R 27791 7
R 27798 11
R 27809 9
R 27818 14
R 27832 31
R 27863 1
R 27864 26
R 27890 14
R 27904 1
R 27905 8
R 27913 29
R 27942 19
R 27961 17
R 27978 24
R 28002 16
R 28018 32
R 28050 30
R 28080 26
R 28106 10
R 28116 7
R 28123 29
R 28152 14
R 28166 20
R 28186 18
R 28204 10
R 28214 4
R 28218 24
R 28242 9
R 28251 14
R 28265 31
R 28296 31
R 28327 20
R 28347 17
R 28364 11
R 28375 8
R 28383 3
R 28386 32
R 28418 27
R 28445 5
R 28450 13
R 28463 7
R 28470 22
R 28492 25
R 28517 4
R 28521 22
R 28543 15
R 28558 2
R 28560 13
R 28573 16
R 28589 24
R 28613 8
R 28621 29
R 28650 18
R 28668 4
R 0 64
R 64 64
R 128 64
R 192 64
R 256 64
R 320 64
R 384 64
R 448 64
R 512 64
R 576 64
R 640 64
R 704 64
R 768 64
R 832 64
R 896 64
R 960 64
R 1024 64
R 1088 64
R 1152 64
R 1216 64
R 1280 64
R 1344 64
R 1408 64
R 1472 64
R 1536 64
R 1600 64
R 1664 64
R 1728 64
R 1792 64
R 1856 64
R 1920 64
R 1984 64
R 2048 64
R 2112 64
R 2176 64
R 2240 64
R 2304 64
R 2368 64
R 2432 64
R 2496 64
R 2560 64
R 2624 64
R 2688 64
R 2752 64
R 2816 64
R 2880 64
R 2944 64
R 3008 64
R 3072 64
R 3136 64
R 3200 64
R 3264 64
R 3328 64
R 3392 64
R 3456 64
R 3520 64
R 3584 64
R 3648 64
R 3712 64
R 3776 64
R 3840 64
R 3904 64
R 3968 64
R 4032 64
R 4096 64
R 4160 64
R 4224 64
R 4288 64
R 4352 64
R 4416 64
R 4480 64
R 4544 64
R 4608 64
R 4672 64
R 4736 64
R 4800 64
R 4864 64
R 4928 64
R 4992 64
R 5056 64
R 5120 64
R 5184 64
R 5248 64
R 5312 64
R 5376 64
R 5440 64
R 5504 64
R 5568 64
R 5632 64
R 5696 64
R 5760 64
R 5824 64
R 5888 64
R 5952 64
R 6016 64
R 6080 64
R 6144 64
R 6208 64
R 6272 64
R 6336 64
R 6400 64
R 6464 64
R 6528 64
R 6592 64
R 6656 64
R 6720 64
R 6784 64
R 6848 64
R 6912 64
R 6976 64
R 7040 64
R 7104 64
R 7168 64
R 7232 64
R 7296 64
R 7360 64
R 7424 64
R 7488 64
R 7552 64
R 7616 64
R 7680 64
R 7744 64
R 7808 64
R 7872 64
R 7936 64
R 8000 64
R 8064 64
R 8128 64
R 8192 64
R 8256 64
R 8320 64
R 8384 64
R 8448 64
R 8512 64
R 8576 64
R 8640 64
R 8704 64
R 8768 64
R 8832 64
R 8896 64
R 8960 64
R 9024 64
R 9088 64
R 9152 64
R 9216 64
R 9280 64
R 9344 64
R 9408 64
R 9472 64
R 9536 64
R 9600 64
R 9664 64
R 9728 64
R 9792 64
R 9856 64
R 9920 64
R 9984 64
R 10048 64
R 10112 64
R 10176 64
R 10240 64
R 10304 64
R 10368 64
R 10432 64
R 10496 64
R 10560 64
R 10624 64
R 10688 64
R 10752 64
R 10816 64
R 10880 64
R 10944 64
R 11008 64
R 11072 64
R 11136 64
R 11200 64
R 11264 64
R 11328 64
R 11392 64
R 11456 64
R 11520 64
R 11584 64
R 11648 64
R 11712 64
R 11776 64
R 11840 64
R 11904 64
R 11968 64
R 12032 64
R 12096 64
R 12160 64
R 12224 64
R 12288 64
R 12352 64
R 12416 64
R 12480 64
R 12544 64
R 12608 64
R 12672 64
R 12736 64
R 12800 64
R 12864 64
R 12928 64
R 12992 64
R 13056 64
R 13120 64
R 13184 64
R 13248 64
R 13312 64
R 13376 64
R 13440 64
R 13504 64
R 13568 64
R 13632 64
R 13696 64
R 13760 64
R 13824 64
R 13888 64
R 13952 64
R 14016 64
R 14080 64
R 14144 64
R 14208 64
R 14272 64
R 14336 64
R 14400 64
R 14464 64
R 14528 64
R 14592 64
R 14656 64
R 14720 64
R 14784 64
R 14848 64
R 14912 64
R 14976 64
R 15040 64
R 15104 64
R 15168 64
R 15232 64
R 15296 64
R 15360 64
R 15424 64
R 15488 64
R 15552 64
R 15616 64
R 15680 64
R 15744 64
R 15808 64
R 15872 64
R 15936 64
R 16000 64
R 16064 64
R 16128 64
R 16192 64
R 16256 64
R 16320 64
R 16384 64
R 16448 64
R 16512 64
R 16576 64
R 16640 64
R 16704 64
R 16768 64
R 16832 64
R 16896 64
R 16960 64
R 17024 64
R 17088 64
R 17152 64
R 17216 64
R 17280 64
R 17344 64
R 17408 64
R 17472 64
R 17536 64
R 17600 64
R 17664 64
R 17728 64
R 17792 64
R 17856 64
R 17920 64
R 17984 64
R 18048 64
R 18112 64
R 18176 64
R 18240 64
R 18304 64
R 18368 64
R 18432 64
R 18496 64
R 18560 64
R 18624 64
R 18688 64
R 18752 64
R 18816 64
R 18880 64
R 18944 64
R 19008 64
R 19072 64
R 19136 64
R 19200 64
R 19264 64
R 19328 64
R 19392 64
R 19456 64
R 19520 64
R 19584 64
R 19648 64
R 19712 64
R 19776 64
R 19840 64
R 19904 64
R 19968 64
R 20032 64
R 20096 64
R 20160 64
R 20224 64
R 20288 64
R 20352 64
R 20416 64
R 20480 64
R 20544 64
R 20608 64
R 20672 64
R 20736 64
R 20800 64
R 20864 64
R 20928 64
R 20992 64
R 21056 64
R 21120 64
R 21184 64
R 21248 64
R 21312 64
R 21376 64
R 21440 64
R 21504 64
R 21568 64
R 21632 64
R 21696 64
R 21760 64
R 21824 64
R 21888 64
R 21952 64
R 22016 64
R 22080 64
R 22144 64
R 22208 64
R 22272 64
R 22336 64
R 22400 64
R 22464 64
R 22528 64
R 22592 64
R 22656 64
R 22720 64
R 22784 64
R 22848 64
R 22912 64
R 22976 64
R 23040 64
R 23104 64
R 23168 64
R 23232 64
R 23296 64
R 23360 64
R 23424 64
R 23488 64
R 23552 64
R 23616 64
R 23680 64
R 23744 64
R 23808 64
R 23872 64
R 23936 64
R 24000 64
R 24064 64
R 24128 64
R 24192 64
R 24256 64
R 24320 64
R 24384 64
R 24448 64
R 24512 64
R 24576 64
R 24640 64
R 24704 64
R 24768 64
R 24832 64
R 24896 64
R 24960 64
R 25024 64
R 25088 64
R 25152 64
R 25216 64
R 25280 64
R 25344 64
R 25408 64
R 25472 64
R 25536 64
R 25600 64
R 25664 64
R 25728 64
R 25792 64
R 25856 64
R 25920 64
R 25984 64
R 26048 64
R 26112 64
R 26176 64
R 26240 64
R 26304 64
R 26368 64
R 26432 64
R 26496 64
R 26560 64
R 26624 64
R 26688 64
R 26752 64
R 26816 64
R 26880 64
R 26944 64
R 27008 64
R 27072 64
R 27136 64
R 27200 64
R 27264 64
R 27328 64
R 27392 64
R 27456 64
R 27520 64
R 27584 64
R 27648 64
R 27712 64
R 27776 64
R 27840 64
R 27904 64
R 27968 64
R 28032 64
R 28096 64
R 28160 64
R 28224 64
R 28288 64
R 28352 64
R 28416 64
R 28480 64
R 28544 64
R 28608 64
